,county,candidate,party,votes,race name,state
453,Kings,Gloria Estela La Riva,P&F,17,Governor,CA
454,Kings,Shubham Goel,NPP,5,Governor,CA
455,Kings,"Hakan ""Hawk"" Mikado",NPP,7,Governor,CA
456,Kings,Desmond Silveira,NPP,19,Governor,CA
457,Kings,Jeffrey Edward Taylor,NPP,3,Governor,CA
458,Kings,Johnny Wattenburg,NPP,13,Governor,CA
459,Lake,Akinyemi Agbede,DEM,8,Governor,CA
460,Lake,J. Bribiesca,DEM,51,Governor,CA
461,Lake,Thomas Jefferson Cares,DEM,8,Governor,CA
462,Lake,John Chiang,DEM,384,Governor,CA
463,Lake,Delaine Eastin,DEM,246,Governor,CA
464,Lake,Robert Davidson Griffis,DEM,14,Governor,CA
465,Lake,Albert Caesar Mezzetti,DEM,26,Governor,CA
466,Lake,Gavin Newsom,DEM,"2,863",Governor,CA
467,Lake,Amanda Renteria,DEM,81,Governor,CA
468,Lake,Michael Shellenberger,DEM,27,Governor,CA
469,Lake,Klement Tinaj,DEM,5,Governor,CA
470,Lake,Antonio Villaraigosa,DEM,501,Governor,CA
471,Lake,Travis Allen,REP,917,Governor,CA
472,Lake,John H. Cox,REP,"2,168",Governor,CA
473,Lake,Yvonne Girard,REP,43,Governor,CA
474,Lake,Peter Y Liu,REP,77,Governor,CA
475,Lake,"Robert C. Newman, II",REP,75,Governor,CA
476,Lake,Christopher N. Carlson,GRN,12,Governor,CA
477,Lake,Josh Jones,GRN,45,Governor,CA
478,Lake,Zoltan Istvan,LIB,7,Governor,CA
479,Lake,Nickolas Wildstar,LIB,20,Governor,CA
480,Lake,Gloria Estela La Riva,P&F,24,Governor,CA
481,Lake,Shubham Goel,NPP,5,Governor,CA
482,Lake,"Hakan ""Hawk"" Mikado",NPP,13,Governor,CA
483,Lake,Desmond Silveira,NPP,3,Governor,CA
484,Lake,Jeffrey Edward Taylor,NPP,6,Governor,CA
485,Lake,Johnny Wattenburg,NPP,14,Governor,CA
486,Lassen,Akinyemi Agbede,DEM,0,Governor,CA
487,Lassen,J. Bribiesca,DEM,24,Governor,CA
488,Lassen,Thomas Jefferson Cares,DEM,3,Governor,CA
489,Lassen,John Chiang,DEM,200,Governor,CA
490,Lassen,Delaine Eastin,DEM,61,Governor,CA
491,Lassen,Robert Davidson Griffis,DEM,5,Governor,CA
492,Lassen,Albert Caesar Mezzetti,DEM,6,Governor,CA
493,Lassen,Gavin Newsom,DEM,433,Governor,CA
494,Lassen,Amanda Renteria,DEM,34,Governor,CA
495,Lassen,Michael Shellenberger,DEM,13,Governor,CA
496,Lassen,Klement Tinaj,DEM,0,Governor,CA
497,Lassen,Antonio Villaraigosa,DEM,57,Governor,CA
498,Lassen,Travis Allen,REP,875,Governor,CA
499,Lassen,John H. Cox,REP,"1,298",Governor,CA
500,Lassen,Yvonne Girard,REP,31,Governor,CA
501,Lassen,Peter Y Liu,REP,26,Governor,CA
502,Lassen,"Robert C. Newman, II",REP,24,Governor,CA
503,Lassen,Christopher N. Carlson,GRN,4,Governor,CA
504,Lassen,Josh Jones,GRN,6,Governor,CA
505,Lassen,Zoltan Istvan,LIB,3,Governor,CA
506,Lassen,Nickolas Wildstar,LIB,7,Governor,CA
507,Lassen,Gloria Estela La Riva,P&F,6,Governor,CA
508,Lassen,Shubham Goel,NPP,0,Governor,CA
509,Lassen,"Hakan ""Hawk"" Mikado",NPP,4,Governor,CA
510,Lassen,Desmond Silveira,NPP,0,Governor,CA
511,Lassen,Jeffrey Edward Taylor,NPP,0,Governor,CA
512,Lassen,Johnny Wattenburg,NPP,28,Governor,CA
513,Los Angeles,Akinyemi Agbede,DEM,"1,553",Governor,CA
514,Los Angeles,J. Bribiesca,DEM,"1,337",Governor,CA
515,Los Angeles,Thomas Jefferson Cares,DEM,"1,121",Governor,CA
516,Los Angeles,John Chiang,DEM,"116,116",Governor,CA
517,Los Angeles,Delaine Eastin,DEM,"21,074",Governor,CA
518,Los Angeles,Robert Davidson Griffis,DEM,"1,350",Governor,CA
519,Los Angeles,Albert Caesar Mezzetti,DEM,"1,694",Governor,CA
520,Los Angeles,Gavin Newsom,DEM,"296,879",Governor,CA
521,Los Angeles,Amanda Renteria,DEM,"7,754",Governor,CA
522,Los Angeles,Michael Shellenberger,DEM,"3,098",Governor,CA
523,Los Angeles,Klement Tinaj,DEM,848,Governor,CA
524,Los Angeles,Antonio Villaraigosa,DEM,"206,931",Governor,CA
525,Los Angeles,Travis Allen,REP,"54,039",Governor,CA
526,Los Angeles,John H. Cox,REP,"185,190",Governor,CA
527,Los Angeles,Yvonne Girard,REP,"2,185",Governor,CA
528,Los Angeles,Peter Y Liu,REP,"5,220",Governor,CA
529,Los Angeles,"Robert C. Newman, II",REP,"5,116",Governor,CA
530,Los Angeles,Christopher N. Carlson,GRN,"1,052",Governor,CA
531,Los Angeles,Josh Jones,GRN,"1,513",Governor,CA
532,Los Angeles,Zoltan Istvan,LIB,"1,229",Governor,CA
533,Los Angeles,Nickolas Wildstar,LIB,"1,117",Governor,CA
534,Los Angeles,Gloria Estela La Riva,P&F,"2,442",Governor,CA
535,Los Angeles,Shubham Goel,NPP,476,Governor,CA
536,Los Angeles,"Hakan ""Hawk"" Mikado",NPP,627,Governor,CA
537,Los Angeles,Desmond Silveira,NPP,472,Governor,CA
538,Los Angeles,Jeffrey Edward Taylor,NPP,477,Governor,CA
539,Los Angeles,Johnny Wattenburg,NPP,462,Governor,CA
540,Madera,Akinyemi Agbede,DEM,17,Governor,CA
541,Madera,J. Bribiesca,DEM,12,Governor,CA
542,Madera,Thomas Jefferson Cares,DEM,9,Governor,CA
543,Madera,John Chiang,DEM,898,Governor,CA
544,Madera,Delaine Eastin,DEM,303,Governor,CA
545,Madera,Robert Davidson Griffis,DEM,34,Governor,CA
546,Madera,Albert Caesar Mezzetti,DEM,20,Governor,CA
547,Madera,Gavin Newsom,DEM,"2,390",Governor,CA
548,Madera,Amanda Renteria,DEM,378,Governor,CA
549,Madera,Michael Shellenberger,DEM,66,Governor,CA
550,Madera,Klement Tinaj,DEM,6,Governor,CA
551,Madera,Antonio Villaraigosa,DEM,"2,695",Governor,CA
552,Madera,Travis Allen,REP,"3,478",Governor,CA
553,Madera,John H. Cox,REP,"7,177",Governor,CA
554,Madera,Yvonne Girard,REP,146,Governor,CA
555,Madera,Peter Y Liu,REP,26,Governor,CA
556,Madera,"Robert C. Newman, II",REP,78,Governor,CA
557,Madera,Christopher N. Carlson,GRN,10,Governor,CA
558,Madera,Josh Jones,GRN,18,Governor,CA
559,Madera,Zoltan Istvan,LIB,24,Governor,CA
560,Madera,Nickolas Wildstar,LIB,34,Governor,CA
561,Madera,Gloria Estela La Riva,P&F,30,Governor,CA
562,Madera,Shubham Goel,NPP,10,Governor,CA
563,Madera,"Hakan ""Hawk"" Mikado",NPP,13,Governor,CA
564,Madera,Desmond Silveira,NPP,11,Governor,CA
565,Madera,Jeffrey Edward Taylor,NPP,6,Governor,CA
566,Madera,Johnny Wattenburg,NPP,26,Governor,CA
567,Marin,Akinyemi Agbede,DEM,50,Governor,CA
568,Marin,J. Bribiesca,DEM,27,Governor,CA
569,Marin,Thomas Jefferson Cares,DEM,24,Governor,CA
570,Marin,John Chiang,DEM,"1,832",Governor,CA
571,Marin,Delaine Eastin,DEM,"1,178",Governor,CA
572,Marin,Robert Davidson Griffis,DEM,17,Governor,CA
573,Marin,Albert Caesar Mezzetti,DEM,34,Governor,CA
574,Marin,Gavin Newsom,DEM,"25,131",Governor,CA
575,Marin,Amanda Renteria,DEM,323,Governor,CA
576,Marin,Michael Shellenberger,DEM,125,Governor,CA
577,Marin,Klement Tinaj,DEM,7,Governor,CA
578,Marin,Antonio Villaraigosa,DEM,"2,969",Governor,CA
579,Marin,Travis Allen,REP,"1,618",Governor,CA
580,Marin,John H. Cox,REP,"5,244",Governor,CA
581,Marin,Yvonne Girard,REP,41,Governor,CA
582,Marin,Peter Y Liu,REP,29,Governor,CA
583,Marin,"Robert C. Newman, II",REP,105,Governor,CA
584,Marin,Christopher N. Carlson,GRN,62,Governor,CA
585,Marin,Josh Jones,GRN,80,Governor,CA
586,Marin,Zoltan Istvan,LIB,98,Governor,CA
587,Marin,Nickolas Wildstar,LIB,47,Governor,CA
588,Marin,Gloria Estela La Riva,P&F,56,Governor,CA
589,Marin,Shubham Goel,NPP,5,Governor,CA
590,Marin,"Hakan ""Hawk"" Mikado",NPP,16,Governor,CA
591,Marin,Desmond Silveira,NPP,14,Governor,CA
592,Marin,Jeffrey Edward Taylor,NPP,9,Governor,CA
593,Marin,Johnny Wattenburg,NPP,28,Governor,CA
594,Mariposa,Akinyemi Agbede,DEM,4,Governor,CA
595,Mariposa,J. Bribiesca,DEM,5,Governor,CA
596,Mariposa,Thomas Jefferson Cares,DEM,4,Governor,CA
597,Mariposa,John Chiang,DEM,306,Governor,CA
598,Mariposa,Delaine Eastin,DEM,118,Governor,CA
599,Mariposa,Robert Davidson Griffis,DEM,10,Governor,CA
600,Mariposa,Albert Caesar Mezzetti,DEM,2,Governor,CA
601,Mariposa,Gavin Newsom,DEM,928,Governor,CA
602,Mariposa,Amanda Renteria,DEM,87,Governor,CA
603,Mariposa,Michael Shellenberger,DEM,29,Governor,CA
604,Mariposa,Klement Tinaj,DEM,2,Governor,CA
605,Mariposa,Antonio Villaraigosa,DEM,397,Governor,CA
606,Mariposa,Travis Allen,REP,"1,138",Governor,CA
607,Mariposa,John H. Cox,REP,"1,698",Governor,CA
608,Mariposa,Yvonne Girard,REP,50,Governor,CA
609,Mariposa,Peter Y Liu,REP,6,Governor,CA
610,Mariposa,"Robert C. Newman, II",REP,28,Governor,CA
611,Mariposa,Christopher N. Carlson,GRN,2,Governor,CA
612,Mariposa,Josh Jones,GRN,7,Governor,CA
613,Mariposa,Zoltan Istvan,LIB,10,Governor,CA
614,Mariposa,Nickolas Wildstar,LIB,6,Governor,CA
615,Mariposa,Gloria Estela La Riva,P&F,14,Governor,CA
616,Mariposa,Shubham Goel,NPP,2,Governor,CA
617,Mariposa,"Hakan ""Hawk"" Mikado",NPP,5,Governor,CA
618,Mariposa,Desmond Silveira,NPP,4,Governor,CA
619,Mariposa,Jeffrey Edward Taylor,NPP,2,Governor,CA
620,Mariposa,Johnny Wattenburg,NPP,6,Governor,CA
621,Mendocino,Akinyemi Agbede,DEM,13,Governor,CA
622,Mendocino,J. Bribiesca,DEM,42,Governor,CA
623,Mendocino,Thomas Jefferson Cares,DEM,11,Governor,CA
624,Mendocino,John Chiang,DEM,475,Governor,CA
625,Mendocino,Delaine Eastin,DEM,640,Governor,CA
626,Mendocino,Robert Davidson Griffis,DEM,15,Governor,CA
627,Mendocino,Albert Caesar Mezzetti,DEM,19,Governor,CA
628,Mendocino,Gavin Newsom,DEM,"4,194",Governor,CA
629,Mendocino,Amanda Renteria,DEM,149,Governor,CA
630,Mendocino,Michael Shellenberger,DEM,52,Governor,CA
631,Mendocino,Klement Tinaj,DEM,8,Governor,CA
632,Mendocino,Antonio Villaraigosa,DEM,726,Governor,CA
633,Mendocino,Travis Allen,REP,846,Governor,CA
634,Mendocino,John H. Cox,REP,"1,658",Governor,CA
635,Mendocino,Yvonne Girard,REP,54,Governor,CA
636,Mendocino,Peter Y Liu,REP,94,Governor,CA
637,Mendocino,"Robert C. Newman, II",REP,52,Governor,CA
638,Mendocino,Christopher N. Carlson,GRN,21,Governor,CA
639,Mendocino,Josh Jones,GRN,45,Governor,CA
640,Mendocino,Zoltan Istvan,LIB,35,Governor,CA
641,Mendocino,Nickolas Wildstar,LIB,22,Governor,CA
642,Mendocino,Gloria Estela La Riva,P&F,57,Governor,CA
643,Mendocino,Shubham Goel,NPP,0,Governor,CA
644,Mendocino,"Hakan ""Hawk"" Mikado",NPP,8,Governor,CA
645,Mendocino,Desmond Silveira,NPP,8,Governor,CA
646,Mendocino,Jeffrey Edward Taylor,NPP,3,Governor,CA
647,Mendocino,Johnny Wattenburg,NPP,26,Governor,CA
648,Merced,Akinyemi Agbede,DEM,18,Governor,CA
649,Merced,J. Bribiesca,DEM,50,Governor,CA
650,Merced,Thomas Jefferson Cares,DEM,26,Governor,CA
651,Merced,John Chiang,DEM,"1,226",Governor,CA
652,Merced,Delaine Eastin,DEM,583,Governor,CA
653,Merced,Robert Davidson Griffis,DEM,24,Governor,CA
654,Merced,Albert Caesar Mezzetti,DEM,45,Governor,CA
655,Merced,Gavin Newsom,DEM,"3,411",Governor,CA
656,Merced,Amanda Renteria,DEM,322,Governor,CA
657,Merced,Michael Shellenberger,DEM,49,Governor,CA
658,Merced,Klement Tinaj,DEM,25,Governor,CA
659,Merced,Antonio Villaraigosa,DEM,"3,106",Governor,CA
660,Merced,Travis Allen,REP,"2,797",Governor,CA
661,Merced,John H. Cox,REP,"5,452",Governor,CA
662,Merced,Yvonne Girard,REP,74,Governor,CA
663,Merced,Peter Y Liu,REP,82,Governor,CA
664,Merced,"Robert C. Newman, II",REP,324,Governor,CA
665,Merced,Christopher N. Carlson,GRN,8,Governor,CA
666,Merced,Josh Jones,GRN,66,Governor,CA
667,Merced,Zoltan Istvan,LIB,26,Governor,CA
668,Merced,Nickolas Wildstar,LIB,34,Governor,CA
669,Merced,Gloria Estela La Riva,P&F,92,Governor,CA
670,Merced,Shubham Goel,NPP,27,Governor,CA
671,Merced,"Hakan ""Hawk"" Mikado",NPP,33,Governor,CA
672,Merced,Desmond Silveira,NPP,40,Governor,CA
673,Merced,Jeffrey Edward Taylor,NPP,47,Governor,CA
674,Merced,Johnny Wattenburg,NPP,10,Governor,CA
675,Modoc,Akinyemi Agbede,DEM,0,Governor,CA
676,Modoc,J. Bribiesca,DEM,8,Governor,CA
677,Modoc,Thomas Jefferson Cares,DEM,2,Governor,CA
678,Modoc,John Chiang,DEM,66,Governor,CA
679,Modoc,Delaine Eastin,DEM,69,Governor,CA
680,Modoc,Robert Davidson Griffis,DEM,4,Governor,CA
681,Modoc,Albert Caesar Mezzetti,DEM,9,Governor,CA
682,Modoc,Gavin Newsom,DEM,245,Governor,CA
683,Modoc,Amanda Renteria,DEM,52,Governor,CA
684,Modoc,Michael Shellenberger,DEM,15,Governor,CA
685,Modoc,Klement Tinaj,DEM,0,Governor,CA
686,Modoc,Antonio Villaraigosa,DEM,59,Governor,CA
687,Modoc,Travis Allen,REP,367,Governor,CA
688,Modoc,John H. Cox,REP,"1,089",Governor,CA
689,Modoc,Yvonne Girard,REP,12,Governor,CA
690,Modoc,Peter Y Liu,REP,26,Governor,CA
691,Modoc,"Robert C. Newman, II",REP,30,Governor,CA
692,Modoc,Christopher N. Carlson,GRN,5,Governor,CA
693,Modoc,Josh Jones,GRN,12,Governor,CA
694,Modoc,Zoltan Istvan,LIB,2,Governor,CA
695,Modoc,Nickolas Wildstar,LIB,6,Governor,CA
696,Modoc,Gloria Estela La Riva,P&F,4,Governor,CA
697,Modoc,Shubham Goel,NPP,0,Governor,CA
698,Modoc,"Hakan ""Hawk"" Mikado",NPP,0,Governor,CA
699,Modoc,Desmond Silveira,NPP,3,Governor,CA
700,Modoc,Jeffrey Edward Taylor,NPP,0,Governor,CA
701,Modoc,Johnny Wattenburg,NPP,37,Governor,CA
702,Mono,Akinyemi Agbede,DEM,8,Governor,CA
703,Mono,J. Bribiesca,DEM,5,Governor,CA
704,Mono,Thomas Jefferson Cares,DEM,3,Governor,CA
705,Mono,John Chiang,DEM,148,Governor,CA
706,Mono,Delaine Eastin,DEM,101,Governor,CA
707,Mono,Robert Davidson Griffis,DEM,11,Governor,CA
708,Mono,Albert Caesar Mezzetti,DEM,3,Governor,CA
709,Mono,Gavin Newsom,DEM,898,Governor,CA
710,Mono,Amanda Renteria,DEM,69,Governor,CA
711,Mono,Michael Shellenberger,DEM,39,Governor,CA
712,Mono,Klement Tinaj,DEM,3,Governor,CA
713,Mono,Antonio Villaraigosa,DEM,347,Governor,CA
714,Mono,Travis Allen,REP,343,Governor,CA
715,Mono,John H. Cox,REP,751,Governor,CA
716,Mono,Yvonne Girard,REP,49,Governor,CA
717,Mono,Peter Y Liu,REP,2,Governor,CA
718,Mono,"Robert C. Newman, II",REP,17,Governor,CA
719,Mono,Christopher N. Carlson,GRN,8,Governor,CA
720,Mono,Josh Jones,GRN,8,Governor,CA
721,Mono,Zoltan Istvan,LIB,16,Governor,CA
722,Mono,Nickolas Wildstar,LIB,9,Governor,CA
723,Mono,Gloria Estela La Riva,P&F,10,Governor,CA
724,Mono,Shubham Goel,NPP,2,Governor,CA
725,Mono,"Hakan ""Hawk"" Mikado",NPP,5,Governor,CA
726,Mono,Desmond Silveira,NPP,0,Governor,CA
727,Mono,Jeffrey Edward Taylor,NPP,0,Governor,CA
728,Mono,Johnny Wattenburg,NPP,2,Governor,CA
729,Monterey,Akinyemi Agbede,DEM,40,Governor,CA
730,Monterey,J. Bribiesca,DEM,158,Governor,CA
731,Monterey,Thomas Jefferson Cares,DEM,85,Governor,CA
732,Monterey,John Chiang,DEM,"1,802",Governor,CA
733,Monterey,Delaine Eastin,DEM,878,Governor,CA
734,Monterey,Robert Davidson Griffis,DEM,97,Governor,CA
735,Monterey,Albert Caesar Mezzetti,DEM,32,Governor,CA
736,Monterey,Gavin Newsom,DEM,"12,429",Governor,CA
737,Monterey,Amanda Renteria,DEM,483,Governor,CA
738,Monterey,Michael Shellenberger,DEM,137,Governor,CA
739,Monterey,Klement Tinaj,DEM,5,Governor,CA
740,Monterey,Antonio Villaraigosa,DEM,"5,226",Governor,CA
741,Monterey,Travis Allen,REP,"3,120",Governor,CA
742,Monterey,John H. Cox,REP,"6,169",Governor,CA
743,Monterey,Yvonne Girard,REP,139,Governor,CA
744,Monterey,Peter Y Liu,REP,302,Governor,CA
745,Monterey,"Robert C. Newman, II",REP,140,Governor,CA
746,Monterey,Christopher N. Carlson,GRN,44,Governor,CA
747,Monterey,Josh Jones,GRN,67,Governor,CA
748,Monterey,Zoltan Istvan,LIB,63,Governor,CA
749,Monterey,Nickolas Wildstar,LIB,56,Governor,CA
750,Monterey,Gloria Estela La Riva,P&F,206,Governor,CA
751,Monterey,Shubham Goel,NPP,13,Governor,CA
752,Monterey,"Hakan ""Hawk"" Mikado",NPP,13,Governor,CA
753,Monterey,Desmond Silveira,NPP,24,Governor,CA
754,Monterey,Jeffrey Edward Taylor,NPP,65,Governor,CA
755,Monterey,Johnny Wattenburg,NPP,28,Governor,CA
756,Napa,Akinyemi Agbede,DEM,11,Governor,CA
757,Napa,J. Bribiesca,DEM,17,Governor,CA
758,Napa,Thomas Jefferson Cares,DEM,38,Governor,CA
759,Napa,John Chiang,DEM,666,Governor,CA
760,Napa,Delaine Eastin,DEM,440,Governor,CA
761,Napa,Robert Davidson Griffis,DEM,36,Governor,CA
762,Napa,Albert Caesar Mezzetti,DEM,15,Governor,CA
763,Napa,Gavin Newsom,DEM,"7,115",Governor,CA
764,Napa,Amanda Renteria,DEM,182,Governor,CA
765,Napa,Michael Shellenberger,DEM,46,Governor,CA
766,Napa,Klement Tinaj,DEM,4,Governor,CA
767,Napa,Antonio Villaraigosa,DEM,"1,380",Governor,CA
768,Napa,Travis Allen,REP,"1,475",Governor,CA
769,Napa,John H. Cox,REP,"2,931",Governor,CA
770,Napa,Yvonne Girard,REP,84,Governor,CA
771,Napa,Peter Y Liu,REP,153,Governor,CA
772,Napa,"Robert C. Newman, II",REP,82,Governor,CA
773,Napa,Christopher N. Carlson,GRN,13,Governor,CA
774,Napa,Josh Jones,GRN,26,Governor,CA
775,Napa,Zoltan Istvan,LIB,43,Governor,CA
776,Napa,Nickolas Wildstar,LIB,34,Governor,CA
777,Napa,Gloria Estela La Riva,P&F,23,Governor,CA
778,Napa,Shubham Goel,NPP,6,Governor,CA
779,Napa,"Hakan ""Hawk"" Mikado",NPP,5,Governor,CA
780,Napa,Desmond Silveira,NPP,10,Governor,CA
781,Napa,Jeffrey Edward Taylor,NPP,9,Governor,CA
782,Napa,Johnny Wattenburg,NPP,17,Governor,CA
783,Nevada,Akinyemi Agbede,DEM,16,Governor,CA
784,Nevada,J. Bribiesca,DEM,67,Governor,CA
785,Nevada,Thomas Jefferson Cares,DEM,7,Governor,CA
786,Nevada,John Chiang,DEM,"1,034",Governor,CA
787,Nevada,Delaine Eastin,DEM,572,Governor,CA
788,Nevada,Robert Davidson Griffis,DEM,15,Governor,CA
789,Nevada,Albert Caesar Mezzetti,DEM,11,Governor,CA
790,Nevada,Gavin Newsom,DEM,"5,626",Governor,CA
791,Nevada,Amanda Renteria,DEM,237,Governor,CA
792,Nevada,Michael Shellenberger,DEM,69,Governor,CA
793,Nevada,Klement Tinaj,DEM,0,Governor,CA
794,Nevada,Antonio Villaraigosa,DEM,859,Governor,CA
795,Nevada,Travis Allen,REP,"3,170",Governor,CA
796,Nevada,John H. Cox,REP,"3,962",Governor,CA
797,Nevada,Yvonne Girard,REP,61,Governor,CA
798,Nevada,Peter Y Liu,REP,74,Governor,CA
799,Nevada,"Robert C. Newman, II",REP,43,Governor,CA
800,Nevada,Christopher N. Carlson,GRN,13,Governor,CA
801,Nevada,Josh Jones,GRN,120,Governor,CA
802,Nevada,Zoltan Istvan,LIB,40,Governor,CA
803,Nevada,Nickolas Wildstar,LIB,41,Governor,CA
804,Nevada,Gloria Estela La Riva,P&F,45,Governor,CA
805,Nevada,Shubham Goel,NPP,0,Governor,CA
806,Nevada,"Hakan ""Hawk"" Mikado",NPP,9,Governor,CA
807,Nevada,Desmond Silveira,NPP,6,Governor,CA
808,Nevada,Jeffrey Edward Taylor,NPP,2,Governor,CA
809,Nevada,Johnny Wattenburg,NPP,12,Governor,CA
810,Orange,Akinyemi Agbede,DEM,275,Governor,CA
811,Orange,J. Bribiesca,DEM,742,Governor,CA
812,Orange,Thomas Jefferson Cares,DEM,646,Governor,CA
813,Orange,John Chiang,DEM,"30,907",Governor,CA
814,Orange,Delaine Eastin,DEM,"7,071",Governor,CA
815,Orange,Robert Davidson Griffis,DEM,376,Governor,CA
816,Orange,Albert Caesar Mezzetti,DEM,438,Governor,CA
817,Orange,Gavin Newsom,DEM,"90,499",Governor,CA
818,Orange,Amanda Renteria,DEM,"4,969",Governor,CA
819,Orange,Michael Shellenberger,DEM,"1,754",Governor,CA
820,Orange,Klement Tinaj,DEM,216,Governor,CA
821,Orange,Antonio Villaraigosa,DEM,"39,680",Governor,CA
822,Orange,Travis Allen,REP,"42,873",Governor,CA
823,Orange,John H. Cox,REP,"134,638",Governor,CA
824,Orange,Yvonne Girard,REP,945,Governor,CA
825,Orange,Peter Y Liu,REP,"1,588",Governor,CA
826,Orange,"Robert C. Newman, II",REP,"2,632",Governor,CA
827,Orange,Christopher N. Carlson,GRN,307,Governor,CA
828,Orange,Josh Jones,GRN,571,Governor,CA
829,Orange,Zoltan Istvan,LIB,750,Governor,CA
830,Orange,Nickolas Wildstar,LIB,491,Governor,CA
831,Orange,Gloria Estela La Riva,P&F,569,Governor,CA
832,Orange,Shubham Goel,NPP,136,Governor,CA
833,Orange,"Hakan ""Hawk"" Mikado",NPP,279,Governor,CA
834,Orange,Desmond Silveira,NPP,208,Governor,CA
835,Orange,Jeffrey Edward Taylor,NPP,295,Governor,CA
836,Orange,Johnny Wattenburg,NPP,252,Governor,CA
837,Placer,Akinyemi Agbede,DEM,44,Governor,CA
838,Placer,J. Bribiesca,DEM,113,Governor,CA
839,Placer,Thomas Jefferson Cares,DEM,27,Governor,CA
840,Placer,John Chiang,DEM,"5,353",Governor,CA
841,Placer,Delaine Eastin,DEM,"1,375",Governor,CA
842,Placer,Robert Davidson Griffis,DEM,138,Governor,CA
843,Placer,Albert Caesar Mezzetti,DEM,45,Governor,CA
844,Placer,Gavin Newsom,DEM,"15,652",Governor,CA
845,Placer,Amanda Renteria,DEM,552,Governor,CA
846,Placer,Michael Shellenberger,DEM,184,Governor,CA
847,Placer,Klement Tinaj,DEM,6,Governor,CA
848,Placer,Antonio Villaraigosa,DEM,"3,499",Governor,CA
849,Placer,Travis Allen,REP,"7,913",Governor,CA
850,Placer,John H. Cox,REP,"23,471",Governor,CA
851,Placer,Yvonne Girard,REP,343,Governor,CA
852,Placer,Peter Y Liu,REP,95,Governor,CA
853,Placer,"Robert C. Newman, II",REP,192,Governor,CA
854,Placer,Christopher N. Carlson,GRN,39,Governor,CA
855,Placer,Josh Jones,GRN,67,Governor,CA
856,Placer,Zoltan Istvan,LIB,96,Governor,CA
857,Placer,Nickolas Wildstar,LIB,68,Governor,CA
858,Placer,Gloria Estela La Riva,P&F,61,Governor,CA
859,Placer,Shubham Goel,NPP,25,Governor,CA
860,Placer,"Hakan ""Hawk"" Mikado",NPP,38,Governor,CA
861,Placer,Desmond Silveira,NPP,29,Governor,CA
862,Placer,Jeffrey Edward Taylor,NPP,27,Governor,CA
863,Placer,Johnny Wattenburg,NPP,51,Governor,CA
864,Plumas,Akinyemi Agbede,DEM,6,Governor,CA
865,Plumas,J. Bribiesca,DEM,17,Governor,CA
866,Plumas,Thomas Jefferson Cares,DEM,0,Governor,CA
867,Plumas,John Chiang,DEM,309,Governor,CA
868,Plumas,Delaine Eastin,DEM,178,Governor,CA
869,Plumas,Robert Davidson Griffis,DEM,8,Governor,CA
870,Plumas,Albert Caesar Mezzetti,DEM,5,Governor,CA
871,Plumas,Gavin Newsom,DEM,"1,447",Governor,CA
872,Plumas,Amanda Renteria,DEM,86,Governor,CA
873,Plumas,Michael Shellenberger,DEM,25,Governor,CA
874,Plumas,Klement Tinaj,DEM,2,Governor,CA
875,Plumas,Antonio Villaraigosa,DEM,205,Governor,CA
876,Plumas,Travis Allen,REP,835,Governor,CA
877,Plumas,John H. Cox,REP,"2,075",Governor,CA
878,Plumas,Yvonne Girard,REP,37,Governor,CA
879,Plumas,Peter Y Liu,REP,24,Governor,CA
880,Plumas,"Robert C. Newman, II",REP,40,Governor,CA
881,Plumas,Christopher N. Carlson,GRN,7,Governor,CA
882,Plumas,Josh Jones,GRN,19,Governor,CA
883,Plumas,Zoltan Istvan,LIB,16,Governor,CA
884,Plumas,Nickolas Wildstar,LIB,16,Governor,CA
885,Plumas,Gloria Estela La Riva,P&F,13,Governor,CA
886,Plumas,Shubham Goel,NPP,0,Governor,CA
887,Plumas,"Hakan ""Hawk"" Mikado",NPP,0,Governor,CA
888,Plumas,Desmond Silveira,NPP,2,Governor,CA
889,Plumas,Jeffrey Edward Taylor,NPP,0,Governor,CA
890,Plumas,Johnny Wattenburg,NPP,9,Governor,CA
891,Riverside,Akinyemi Agbede,DEM,211,Governor,CA
892,Riverside,J. Bribiesca,DEM,482,Governor,CA
893,Riverside,Thomas Jefferson Cares,DEM,334,Governor,CA
894,Riverside,John Chiang,DEM,"13,489",Governor,CA
895,Riverside,Delaine Eastin,DEM,"2,977",Governor,CA
896,Riverside,Robert Davidson Griffis,DEM,523,Governor,CA
897,Riverside,Albert Caesar Mezzetti,DEM,174,Governor,CA
898,Riverside,Gavin Newsom,DEM,"43,466",Governor,CA
899,Riverside,Amanda Renteria,DEM,"2,364",Governor,CA
900,Riverside,Michael Shellenberger,DEM,865,Governor,CA
901,Riverside,Klement Tinaj,DEM,56,Governor,CA
902,Riverside,Antonio Villaraigosa,DEM,"25,452",Governor,CA
903,Riverside,Travis Allen,REP,"29,311",Governor,CA
904,Riverside,John H. Cox,REP,"64,728",Governor,CA
905,Riverside,Yvonne Girard,REP,933,Governor,CA
906,Riverside,Peter Y Liu,REP,543,Governor,CA
907,Riverside,"Robert C. Newman, II",REP,"1,375",Governor,CA
908,Riverside,Christopher N. Carlson,GRN,190,Governor,CA
909,Riverside,Josh Jones,GRN,204,Governor,CA
910,Riverside,Zoltan Istvan,LIB,412,Governor,CA
911,Riverside,Nickolas Wildstar,LIB,270,Governor,CA
