"","election_name","election_date","election_type","locality_name","locality_code","office_name","referendum_title","precinct_name","precinct_code","candidate_name","last_name","candidateId","officeId","referendumId","districtId","DESCRIPTION","district_type","party","office_ballot_order","candidate_ballot_order","total_votes","negative_votes","in_precinct","V24"
"1317","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"301 - PRECINCT 1 - DISTRICT THREE","0301","John B. Suddarth","SUDDARTH",662773664,384439578,NA,1992382922,"01","Congressional","Democratic",3,2,44,NA,"301 - PRECINCT 1 - DISTRICT THREE",NA
"1318","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"301 - PRECINCT 1 - DISTRICT THREE","0301","Edwin Santana Jr.","SANTANA",1800724822,384439578,NA,1992382922,"01","Congressional","Democratic",3,3,151,NA,"301 - PRECINCT 1 - DISTRICT THREE",NA
"1319","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"401 - PRECINCT 1 - DISTRICT FOUR","0401","Vangie A. Williams","WILLIAMS",750888836,384439578,NA,1992382922,"01","Congressional","Democratic",3,1,73,NA,"401 - PRECINCT 1 - DISTRICT FOUR",NA
"1320","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"401 - PRECINCT 1 - DISTRICT FOUR","0401","John B. Suddarth","SUDDARTH",662773664,384439578,NA,1992382922,"01","Congressional","Democratic",3,2,24,NA,"401 - PRECINCT 1 - DISTRICT FOUR",NA
"1321","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"401 - PRECINCT 1 - DISTRICT FOUR","0401","Edwin Santana Jr.","SANTANA",1800724822,384439578,NA,1992382922,"01","Congressional","Democratic",3,3,119,NA,"401 - PRECINCT 1 - DISTRICT FOUR",NA
"1322","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"402 - PRECINCT 2 - DISTRICT FOUR","0402","Vangie A. Williams","WILLIAMS",750888836,384439578,NA,1992382922,"01","Congressional","Democratic",3,1,30,NA,"402 - PRECINCT 2 - DISTRICT FOUR",NA
"1323","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"402 - PRECINCT 2 - DISTRICT FOUR","0402","John B. Suddarth","SUDDARTH",662773664,384439578,NA,1992382922,"01","Congressional","Democratic",3,2,20,NA,"402 - PRECINCT 2 - DISTRICT FOUR",NA
"1324","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","FREDERICKSBURG CITY",630,"Member House of Representatives",NA,"402 - PRECINCT 2 - DISTRICT FOUR","0402","Edwin Santana Jr.","SANTANA",1800724822,384439578,NA,1992382922,"01","Congressional","Democratic",3,3,37,NA,"402 - PRECINCT 2 - DISTRICT FOUR",NA
"1325","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"## Provisional","###PROV","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"1326","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"## Provisional","###PROV","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
"1327","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,42,NA,"# AB - Central Absentee Precinct",NA
"1328","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,158,NA,"# AB - Central Absentee Precinct",NA
"1329","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"101 - CHINCOTEAGUE","0101","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,100,NA,"101 - CHINCOTEAGUE",NA
"1330","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"101 - CHINCOTEAGUE","0101","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,40,NA,"101 - CHINCOTEAGUE",NA
"1331","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"201 - ATLANTIC","0201","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,25,NA,"201 - ATLANTIC",NA
"1332","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"201 - ATLANTIC","0201","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,7,NA,"201 - ATLANTIC",NA
"1333","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"202 - GREENBACKVILLE","0202","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,36,NA,"202 - GREENBACKVILLE",NA
"1334","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"202 - GREENBACKVILLE","0202","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,32,NA,"202 - GREENBACKVILLE",NA
"1335","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"301 - NEW CHURCH","0301","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,54,NA,"301 - NEW CHURCH",NA
"1336","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"301 - NEW CHURCH","0301","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,26,NA,"301 - NEW CHURCH",NA
"1337","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"401 - BLOXOM","0401","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,9,NA,"401 - BLOXOM",NA
"1338","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"401 - BLOXOM","0401","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,10,NA,"401 - BLOXOM",NA
"1339","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"402 - PARKSLEY","0402","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,35,NA,"402 - PARKSLEY",NA
"1340","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"402 - PARKSLEY","0402","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,10,NA,"402 - PARKSLEY",NA
"1341","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"403 - SAXIS","0403","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,5,NA,"403 - SAXIS",NA
"1342","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"403 - SAXIS","0403","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,0,NA,"403 - SAXIS",NA
"1343","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"501 - MAPPSVILLE","0501","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,43,NA,"501 - MAPPSVILLE",NA
"1344","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"501 - MAPPSVILLE","0501","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,14,NA,"501 - MAPPSVILLE",NA
"1345","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"502 - RUE","0502","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,30,NA,"502 - RUE",NA
"1346","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"502 - RUE","0502","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,21,NA,"502 - RUE",NA
"1347","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"601 - ACCOMAC","0601","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,60,NA,"601 - ACCOMAC",NA
"1348","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"601 - ACCOMAC","0601","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,20,NA,"601 - ACCOMAC",NA
"1349","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"602 - TANGIER","0602","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,5,NA,"602 - TANGIER",NA
"1350","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"602 - TANGIER","0602","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,0,NA,"602 - TANGIER",NA
"1351","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"701 - NANDUA","0701","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,154,NA,"701 - NANDUA",NA
"1352","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"701 - NANDUA","0701","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,63,NA,"701 - NANDUA",NA
"1353","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"801 - BOBTOWN","0801","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,43,NA,"801 - BOBTOWN",NA
"1354","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"801 - BOBTOWN","0801","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,16,NA,"801 - BOBTOWN",NA
"1355","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"802 - MELFA","0802","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,42,NA,"802 - MELFA",NA
"1356","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"802 - MELFA","0802","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,22,NA,"802 - MELFA",NA
"1357","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"803 - WACHAPREAGUE","0803","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,20,NA,"803 - WACHAPREAGUE",NA
"1358","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"803 - WACHAPREAGUE","0803","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,16,NA,"803 - WACHAPREAGUE",NA
"1359","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"901 - PAINTER","0901","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,93,NA,"901 - PAINTER",NA
"1360","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","ACCOMACK COUNTY",1,"Member House of Representatives",NA,"901 - PAINTER","0901","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,60,NA,"901 - PAINTER",NA
"1361","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"## Provisional","###PROV","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,0,NA,"## Provisional",NA
"1362","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"## Provisional","###PROV","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,0,NA,"## Provisional",NA
"1363","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,64,NA,"# AB - Central Absentee Precinct",NA
"1364","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,15,NA,"# AB - Central Absentee Precinct",NA
"1365","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"104- BERKELEY D","0104","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,70,NA,"104- BERKELEY D",NA
"1366","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"104- BERKELEY D","0104","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,39,NA,"104- BERKELEY D",NA
"1367","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"201 - JAMESTOWN A","0201","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,82,NA,"201 - JAMESTOWN A",NA
"1368","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"201 - JAMESTOWN A","0201","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,35,NA,"201 - JAMESTOWN A",NA
"1369","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"202 - JAMESTOWN B","0202","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,1,NA,"202 - JAMESTOWN B",NA
"1370","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"202 - JAMESTOWN B","0202","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,0,NA,"202 - JAMESTOWN B",NA
"1371","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"501 - ROBERTS A","0501","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,83,NA,"501 - ROBERTS A",NA
"1372","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"501 - ROBERTS A","0501","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,53,NA,"501 - ROBERTS A",NA
"1373","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"502 - ROBERTS B","0502","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,272,NA,"502 - ROBERTS B",NA
"1374","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"502 - ROBERTS B","0502","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,47,NA,"502 - ROBERTS B",NA
"1375","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"503 - ROBERTS C","0503","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,24,NA,"503 - ROBERTS C",NA
"1376","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"503 - ROBERTS C","0503","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,19,NA,"503 - ROBERTS C",NA
"1377","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"504 - ROBERTS D","0504","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,310,NA,"504 - ROBERTS D",NA
"1378","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","JAMES CITY COUNTY",95,"Member House of Representatives",NA,"504 - ROBERTS D","0504","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,93,NA,"504 - ROBERTS D",NA
"1379","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"## Provisional","###PROV","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,NA,NA,"## Provisional",NA
"1380","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"## Provisional","###PROV","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,NA,NA,"## Provisional",NA
"1381","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,23,NA,"# AB - Central Absentee Precinct",NA
"1382","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,17,NA,"# AB - Central Absentee Precinct",NA
"1383","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"101 - PRECINCT 1-1","0101","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,81,NA,"101 - PRECINCT 1-1",NA
"1384","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"101 - PRECINCT 1-1","0101","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,57,NA,"101 - PRECINCT 1-1",NA
"1385","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"201 - PRECINCT 2-1","0201","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,58,NA,"201 - PRECINCT 2-1",NA
"1386","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"201 - PRECINCT 2-1","0201","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,23,NA,"201 - PRECINCT 2-1",NA
"1387","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"301 - PRECINCT 3-1","0301","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,53,NA,"301 - PRECINCT 3-1",NA
"1388","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"301 - PRECINCT 3-1","0301","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,43,NA,"301 - PRECINCT 3-1",NA
"1389","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"401 - PRECINCT 4-1","0401","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,76,NA,"401 - PRECINCT 4-1",NA
"1390","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"401 - PRECINCT 4-1","0401","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,46,NA,"401 - PRECINCT 4-1",NA
"1391","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"501 - PRECINCT 5-1","0501","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,60,NA,"501 - PRECINCT 5-1",NA
"1392","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","NORTHAMPTON COUNTY",131,"Member House of Representatives",NA,"501 - PRECINCT 5-1","0501","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,19,NA,"501 - PRECINCT 5-1",NA
"1393","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"## Provisional","###PROV","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,1,NA,"## Provisional",NA
"1394","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"## Provisional","###PROV","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,0,NA,"## Provisional",NA
"1395","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,58,NA,"# AB - Central Absentee Precinct",NA
"1396","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"# AB - Central Absentee Precinct","##CAP","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,30,NA,"# AB - Central Absentee Precinct",NA
"1397","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"101 - QUEENS LAKE","0101","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,153,NA,"101 - QUEENS LAKE",NA
"1398","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"101 - QUEENS LAKE","0101","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,76,NA,"101 - QUEENS LAKE",NA
"1399","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"102 - WALLER MILL","0102","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,139,NA,"102 - WALLER MILL",NA
"1400","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"102 - WALLER MILL","0102","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,87,NA,"102 - WALLER MILL",NA
"1401","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"103 - MAGRUDER","0103","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,276,NA,"103 - MAGRUDER",NA
"1402","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"103 - MAGRUDER","0103","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,149,NA,"103 - MAGRUDER",NA
"1403","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"201 - COVENTRY","0201","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,170,NA,"201 - COVENTRY",NA
"1404","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"201 - COVENTRY","0201","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,79,NA,"201 - COVENTRY",NA
"1405","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"202 - KILN CREEK","0202","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,88,NA,"202 - KILN CREEK",NA
"1406","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"202 - KILN CREEK","0202","Karen Powers Mallard","MALLARD",937032546,1986638266,NA,1989690915,"02","Congressional","Democratic",3,2,39,NA,"202 - KILN CREEK",NA
"1407","2018 June Democratic Primary","2018-06-12 00:00:00.000","Primary","YORK COUNTY",199,"Member House of Representatives",NA,"301 - SEAFORD","0301","Elaine G. Luria","LURIA",912911687,1986638266,NA,1989690915,"02","Congressional","Democratic",3,1,90,NA,"301 - SEAFORD",NA
