"Election","Jurisdiction Name","Reporting County Name","DataEntry Jurisdiction Name","DataEntry Level Name","Office","Office Category","Ballot Order","Name on Ballot","Political Party","Winner","Number of Office Seats","Total Votes"
"2018 Primary Election","Hamilton","Hamilton","Hamilton","Locality","Judge Of The Hamilton Superior Court, No. 1","Judge, Superior Court","140","Will Riley","Republican","No","1","9968"
"2018 Primary Election","Hamilton","Hamilton","Hamilton","Locality","Judge Of The Hamilton Superior Court, No. 6","Judge, Superior Court","140","Gail Bardach","Republican","Yes","1","26881"
"2018 Primary Election","Hendricks","Hendricks","Hendricks","Locality","Judge Of The Hendricks Superior Court, No. 1","Judge, Superior Court","140","Robert W. (Bob) Freese","Republican","Yes","1","14026"
"2018 Primary Election","Hendricks","Hendricks","Hendricks","Locality","Judge Of The Hendricks Superior Court, No. 3","Judge, Superior Court","140","Karen M. Love","Republican","Yes","1","14164"
"2018 Primary Election","Hendricks","Hendricks","Hendricks","Locality","Judge Of The Hendricks Superior Court, No. 4","Judge, Superior Court","140","Mark A. Smith","Republican","Yes","1","13831"
"2018 Primary Election","Hendricks","Hendricks","Hendricks","Locality","Judge Of The Hendricks Superior Court, No. 5","Judge, Superior Court","140","Stephenie Diana Lemay-Luken","Republican","Yes","1","14035"
"2018 Primary Election","Howard","Howard","Howard","Locality","Judge Of The Howard Superior Court, No. 2","Judge, Superior Court","140","Brant J. Parry","Republican","Yes","1","6282"
"2018 Primary Election","Howard","Howard","Howard","Locality","Judge Of The Howard Superior Court, No. 4","Judge, Superior Court","140","David Rosselot","Republican","No","1","1442"
"2018 Primary Election","Howard","Howard","Howard","Locality","Judge Of The Howard Superior Court, No. 4","Judge, Superior Court","140","Hans Pate","Republican","Yes","1","2289"
"2018 Primary Election","Howard","Howard","Howard","Locality","Judge Of The Howard Superior Court, No. 4","Judge, Superior Court","140","Justin M. Alter","Republican","No","1","1475"
"2018 Primary Election","Howard","Howard","Howard","Locality","Judge Of The Howard Superior Court, No. 4","Judge, Superior Court","140","Rebecca Vent","Republican","No","1","2246"
"2018 Primary Election","Johnson","Johnson","Johnson","Locality","Judge Of The Johnson Superior Court, No. 1","Judge, Superior Court","140","Kevin M. Barton","Republican","Yes","1","12276"
"2018 Primary Election","Lawrence","Lawrence","Lawrence","Locality","Judge Of The Lawrence Superior Court, No. 1","Judge, Superior Court","140","John M. Plummer, III","Republican","Yes","1","4423"
"2018 Primary Election","Marshall","Marshall","Marshall","Locality","Judge Of The Marshall Superior Court, No. 1","Judge, Superior Court","140","Robert O. Bowen","Republican","Yes","1","4203"
"2018 Primary Election","Newton","Newton","Beaver 1","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","107"
"2018 Primary Election","Newton","Newton","Beaver 2","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","146"
"2018 Primary Election","Newton","Newton","Colfax","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","12"
"2018 Primary Election","Newton","Newton","Grant 1","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","64"
"2018 Primary Election","Newton","Newton","Grant 2","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","50"
"2018 Primary Election","Newton","Newton","Iroquois 1","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","62"
"2018 Primary Election","Newton","Newton","Iroquois 2","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","107"
"2018 Primary Election","Newton","Newton","Jackson","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","51"
"2018 Primary Election","Newton","Newton","Jefferson 1","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","102"
"2018 Primary Election","Newton","Newton","Jefferson 2","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","121"
"2018 Primary Election","Newton","Newton","Jefferson 3","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","55"
"2018 Primary Election","Newton","Newton","Lake 1","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","110"
"2018 Primary Election","Newton","Newton","Lake 2","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","85"
"2018 Primary Election","Newton","Newton","Lincoln 1","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","95"
"2018 Primary Election","Newton","Newton","Lincoln 2","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","141"
"2018 Primary Election","Newton","Newton","Lincoln 3","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","155"
"2018 Primary Election","Newton","Newton","Mcclellan","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","25"
"2018 Primary Election","Newton","Newton","Washington","Precinct","Judge Of The Newton Superior Court","Judge, Superior Court","140","Daniel J. Molter","Republican","Yes","1","53"
"2018 Primary Election","Noble","Noble","Noble","Locality","Judge Of The Noble Superior Court, No. 1","Judge, Superior Court","140","Robert E. Kirsch","Republican","Yes","1","4436"
"2018 Primary Election","Porter","Porter","Porter","Locality","Judge Of The Porter Superior Court, No. 2","Judge, Superior Court","140","Clay M. Patton","Democratic","Yes","1","6877"
"2018 Primary Election","Porter","Porter","Porter","Locality","Judge Of The Porter Superior Court, No. 2","Judge, Superior Court","140","Jeffrey W. Clymer","Republican","Yes","1","6825"
"2018 Primary Election","Porter","Porter","Porter","Locality","Judge Of The Porter Superior Court, No. 6","Judge, Superior Court","140","Jeffrey L. Thode","Republican","Yes","1","6624"
"2018 Primary Election","Pulaski","Pulaski","Pulaski","Locality","Judge Of The Pulaski Superior Court","Judge, Superior Court","140","Crystal A. Brucker Kocher","Republican","Yes","1","1393"
"2018 Primary Election","Tippecanoe","Tippecanoe","Tippecanoe","Locality","Judge Of The Tippecanoe Superior Court, No. 6","Judge, Superior Court","140","Michael A. Morrissey","Republican","Yes","1","12089"
"2018 Primary Election","Vigo","Vigo","Vigo","Locality","Judge Of The Vigo Superior Court, No. 6","Judge, Superior Court","140","Michael J. Lewis","Democratic","Yes","1","8647"
"2018 Primary Election","Warrick","Warrick","Warrick","Locality","Judge Of The Warrick Superior Court, No. 1","Judge, Superior Court","140","J. Zach Winsett","Republican","Yes","1","3590"
"2018 Primary Election","Warrick","Warrick","Warrick","Locality","Judge Of The Warrick Superior Court, No. 2","Judge, Superior Court","140","Amy Steinkamp Miskimen","Republican","Yes","1","3502"
"2018 Primary Election","Wayne","Wayne","Wayne","Locality","Judge Of The Wayne Superior Court, No. 1","Judge, Superior Court","140","Charles K. Todd, Jr.","Republican","Yes","1","5984"
"2018 Primary Election","St. Joseph","St. Joseph","St. Joseph","Locality","Judge Of The St. Joseph Probate Court","Judge, Probate Court","150","James N. (Jim) Fox","Republican","Yes","1","9881"
"2018 Primary Election","St. Joseph","St. Joseph","St. Joseph","Locality","Judge Of The St. Joseph Probate Court","Judge, Probate Court","150","Jason Cichowicz","Democratic","Yes","1","17100"
"2018 Primary Election","Adams","Adams","Adams","Locality","Prosecuting Attorney Of Adams County, 26th Judicial Circuit","Prosecuting Attorney","170","Jeremy W. Brown","Republican","Yes","1","3578"
"2018 Primary Election","Allen","Allen","Allen","Locality","Prosecuting Attorney Of Allen County, 38th Judicial Circuit","Prosecuting Attorney","170","Karen Richards","Republican","Yes","1","19414"
"2018 Primary Election","Bartholomew","Bartholomew","Bartholomew","Locality","Prosecuting Attorney Of Bartholomew County, 9th Judicial Circuit","Prosecuting Attorney","170","William M. (Bill) Nash","Republican","Yes","1","7726"
"2018 Primary Election","Benton","Benton","Benton","Locality","Prosecuting Attorney Of Benton County, 76th Judicial Circuit","Prosecuting Attorney","170","John C. Wright","Republican","Yes","1","875"
"2018 Primary Election","Blackford","Blackford","Blackford","Locality","Prosecuting Attorney Of Blackford County, 71st Judicial Circuit","Prosecuting Attorney","170","Aaron M. Henderson","Democratic","Yes","1","399"
"2018 Primary Election","Blackford","Blackford","Blackford","Locality","Prosecuting Attorney Of Blackford County, 71st Judicial Circuit","Prosecuting Attorney","170","Kevin N. Basey","Republican","Yes","1","1502"
"2018 Primary Election","Boone","Boone","Boone","Locality","Prosecuting Attorney Of Boone County, 20th Judicial Circuit","Prosecuting Attorney","170","Kent T. Eastwood","Republican","Yes","1","6968"
"2018 Primary Election","Brown","Brown","Brown","Locality","Prosecuting Attorney Of Brown County, 88th Judicial Circuit","Prosecuting Attorney","170","Ted Adams","Republican","Yes","1","2024"
"2018 Primary Election","Carroll","Carroll","Carroll","Locality","Prosecuting Attorney Of Carroll County, 74th Judicial Circuit","Prosecuting Attorney","170","Nicholas C. Mcleland","Republican","Yes","1","2404"
"2018 Primary Election","Cass","Cass","Cass","Locality","Prosecuting Attorney Of Cass County, 29th Judicial Circuit","Prosecuting Attorney","170","Lisa L. Swaim","Republican","Yes","1","4323"
"2018 Primary Election","Clark","Clark","Clark","Locality","Prosecuting Attorney Of Clark County, 4th Judicial Circuit","Prosecuting Attorney","170","Jeremy Mull","Republican","Yes","1","5382"
"2018 Primary Election","Clay","Clay","Clay","Locality","Prosecuting Attorney Of Clay County, 13th Judicial Circuit","Prosecuting Attorney","170","Emily Clarke","Republican","Yes","1","2562"
"2018 Primary Election","Clinton","Clinton","Clinton","Locality","Prosecuting Attorney Of Clinton County, 45th Judicial Circuit","Prosecuting Attorney","170","Anthony J. Sommer","Republican","Yes","1","3463"
"2018 Primary Election","Crawford","Crawford","Crawford","Locality","Prosecuting Attorney Of Crawford County, 77th Judicial Circuit","Prosecuting Attorney","170","Lester V. Shelton","Republican","No","1","628"
"2018 Primary Election","Crawford","Crawford","Crawford","Locality","Prosecuting Attorney Of Crawford County, 77th Judicial Circuit","Prosecuting Attorney","170","Nicholas W. Haverstock","Republican","Yes","1","939"
"2018 Primary Election","Daviess","Daviess","Daviess","Locality","Prosecuting Attorney Of Daviess County, 49th Judicial Circuit","Prosecuting Attorney","170","Daniel S. Murrie","Republican","Yes","1","4355"
"2018 Primary Election","Dearborn,ohio","Dearborn","Dearborn","Locality","Prosecuting Attorney Of Dearborn & Ohio Counties, 7th Judicial Circuit","Prosecuting Attorney","170","Lynn Deddens","Republican","Yes","1","4638"
"2018 Primary Election","Dearborn,ohio","Ohio","Ohio","Locality","Prosecuting Attorney Of Dearborn & Ohio Counties, 7th Judicial Circuit","Prosecuting Attorney","170","Lynn Deddens","Republican","Yes","1","396"
"2018 Primary Election","Decatur","Decatur","Decatur","Locality","Prosecuting Attorney Of Decatur County, 69th Judicial Circuit","Prosecuting Attorney","170","Nathan W. Harter IV","Republican","Yes","1","3511"
"2018 Primary Election","Dekalb","Dekalb","Dekalb","Locality","Prosecuting Attorney Of Dekalb County, 75th Judicial Circuit","Prosecuting Attorney","170","Claramary Winebrenner","Republican","Yes","1","2801"
"2018 Primary Election","Dekalb","Dekalb","Dekalb","Locality","Prosecuting Attorney Of Dekalb County, 75th Judicial Circuit","Prosecuting Attorney","170","Robert J. Hardy","Republican","No","1","2007"
"2018 Primary Election","Delaware","Delaware","Delaware","Locality","Prosecuting Attorney Of Delaware County, 46th Judicial Circuit","Prosecuting Attorney","170","Eric M. Hoffman","Democratic","Yes","1","5793"
"2018 Primary Election","Dubois","Dubois","Dubois","Locality","Prosecuting Attorney Of Dubois County, 57th Judicial Circuit","Prosecuting Attorney","170","Anthony D. Quinn","Democratic","Yes","1","1329"
"2018 Primary Election","Elkhart","Elkhart","Elkhart","Locality","Prosecuting Attorney Of Elkhart County, 34th Judicial Circuit","Prosecuting Attorney","170","Martin (Marty) Mccloskey","Republican","No","1","5198"
"2018 Primary Election","Elkhart","Elkhart","Elkhart","Locality","Prosecuting Attorney Of Elkhart County, 34th Judicial Circuit","Prosecuting Attorney","170","Vicki Elaine Becker","Republican","Yes","1","11093"
"2018 Primary Election","Fayette","Fayette","Fayette","Locality","Prosecuting Attorney Of Fayette County, 73rd Judicial Circuit","Prosecuting Attorney","170","Bette Jo Jones","Republican","Yes","1","1447"
